year,full_name,gender,age,finish_time,finish_time_seconds,previous_time,progression_percentage,vitesse_finish_time,formatted_date_marathon,noc,pos,marathon_city_loc,rank_actual,score_total,half_marathon,QP,time_qualif,time_qualif_seconds,vitesse_qualif,formatted_date_qualif,Height,Weight,Sponsor,Followers,Height_1,Weight_1,Sponsor_1,Followers_1,Year_inauguration,Estimated_Spectators,Denivele_positif,Denivele_negatif,Month_of_Race,Nb_participant_moy,Season
2024,Esther NAVARRETE,F,34,02:24:40,8680,,,17.41935483870968,18/02/2024,ESP,11,Sevilla,209,1180,1,48,02:24:40,8680,17.41935483870968,18/02/2024,,,,2398,,,,2398,2024,330000,436,438,Aout,88,Summer
2018,Carolina WIKSTRÖM,F,31,02:46:04,9964,,,15.174628663187475,02/12/2018,SWE,31,Valencia,213,1178,0,45,02:24:30,8670,17.439446366782008,18/02/2024,,,,5428,,,,5428,2024,330000,436,438,Aout,88,Summer
2020,Carolina WIKSTRÖM,F,31,02:26:42,8802,9239,-0.05,17.177914110429448,06/12/2020,SWE,11,Valencia,213,1178,0,45,02:24:30,8670,17.439446366782008,18/02/2024,,,,5428,,,,5428,2024,330000,436,438,Aout,88,Summer
2022,Carolina WIKSTRÖM,F,31,02:26:14,8774,9144,-0.04,17.2327330749943,04/12/2022,SWE,19,Valencia,213,1178,0,45,02:24:30,8670,17.439446366782008,18/02/2024,,,,5428,,,,5428,2024,330000,436,438,Aout,88,Summer
2024,Carolina WIKSTRÖM,F,31,02:24:30,8670,9417,-0.08,17.439446366782008,18/02/2024,SWE,9,Sevilla,213,1178,0,45,02:24:30,8670,17.439446366782008,18/02/2024,,,,5428,,,,5428,2024,330000,436,438,Aout,88,Summer
2023,Mekdes WOLDU,F,32,02:24:44,8684,8794,-0.01,17.411331183786274,03/12/2023,FRA,17,Valencia,218,1176,0,49,02:24:44,8684,17.411331183786274,03/12/2023,164,,,22200,164,,,22200,2024,330000,436,438,Aout,88,Summer
2018,Khishigsaikhan GALBADRAKH,F,34,02:41:49,9709,9831,-0.01,15.573179524152847,28/01/2018,MGL,21,Osaka,230,1173,0,72,02:26:32,8792,17.197452229299365,03/03/2024,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2019,Hanne VERBRUGGEN,F,31,02:35:00,9300,9543,-0.03,16.258064516129032,01/12/2019,BEL,24,Valencia,232,1173,0,71,02:26:32,8792,17.197452229299365,19/02/2023,,,,2200,,,,2200,2024,330000,436,438,Aout,88,Summer
2020,Hanne VERBRUGGEN,F,31,02:29:14,8954,9300,-0.04,16.886307795398707,06/12/2020,BEL,20,Valencia,232,1173,0,71,02:26:32,8792,17.197452229299365,19/02/2023,,,,2200,,,,2200,2024,330000,436,438,Aout,88,Summer
2022,Hanne VERBRUGGEN,F,31,02:29:54,8994,9483,-0.05,16.811207471647762,20/02/2022,BEL,17,Sevilla,232,1173,0,71,02:26:32,8792,17.197452229299365,19/02/2023,,,,2200,,,,2200,2024,330000,436,438,Aout,88,Summer
2023,Hanne VERBRUGGEN,F,31,02:26:32,8792,8984,-0.02,17.197452229299365,19/02/2023,BEL,7,Sevilla,232,1173,0,71,02:26:32,8792,17.197452229299365,19/02/2023,,,,2200,,,,2200,2024,330000,436,438,Aout,88,Summer
2021,Fionnuala MCCORMACK,F,40,02:23:58,8638,9249,-0.07,17.504051863857377,05/12/2021,IRL,5,Valencia,233,1173,0,68,02:26:19,8779,17.22291832782777,03/12/2023,157,43,,,157,43,,,2024,330000,436,438,Aout,88,Summer
2023,Fionnuala MCCORMACK,F,40,02:26:19,8779,8965,-0.02,17.22291832782777,03/12/2023,IRL,34,Valencia,233,1173,0,68,02:26:19,8779,17.22291832782777,03/12/2023,157,43,,,157,43,,,2024,330000,436,438,Aout,88,Summer
2016,Gladys TEJEDA,F,39,02:34:56,9296,8995,0.03,16.265060240963855,20/11/2016,PER,8,Valencia,240,1172,0,69,02:26:26,8786,17.20919644889597,04/12/2022,155,44,,80100,155,44,,80100,2024,330000,436,438,Aout,88,Summer
2018,Gladys TEJEDA,F,39,02:30:44,9044,9375,-0.04,16.718266253869967,28/01/2018,PER,7,Osaka,240,1172,0,69,02:26:26,8786,17.20919644889597,04/12/2022,155,44,,80100,155,44,,80100,2024,330000,436,438,Aout,88,Summer
2020,Gladys TEJEDA,F,39,02:27:07,8827,9055,-0.03,17.129262490087232,23/02/2020,PER,6,Sevilla,240,1172,0,69,02:26:26,8786,17.20919644889597,04/12/2022,155,44,,80100,155,44,,80100,2024,330000,436,438,Aout,88,Summer
2022,Gladys TEJEDA,F,39,02:25:57,8757,9261,-0.05,17.266187050359711,20/02/2022,PER,9,Sevilla,240,1172,0,69,02:26:26,8786,17.20919644889597,04/12/2022,155,44,,80100,155,44,,80100,2024,330000,436,438,Aout,88,Summer
2022,Gladys TEJEDA,F,39,02:26:26,8786,8757,0.0,17.20919644889597,04/12/2022,PER,20,Valencia,240,1172,0,69,02:26:26,8786,17.20919644889597,04/12/2022,155,44,,80100,155,44,,80100,2024,330000,436,438,Aout,88,Summer
2024,Rahma TAHIRI,F,26,02:24:51,8691,9157,-0.05,17.397307559544355,18/02/2024,MAR,12,Sevilla,242,1171,1,51,02:24:51,8691,17.397307559544355,18/02/2024,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2022,Mélody JULIEN,F,25,02:31:39,9099,9625,-0.05,16.617210682492583,20/02/2022,FRA,21,Sevilla,243,1171,0,55,02:25:01,8701,17.377312952534194,03/12/2023,168,49,,5075,168,49,,5075,2024,330000,436,438,Aout,88,Summer
2023,Mélody JULIEN,F,25,02:25:01,8701,10179,-0.15,17.377312952534194,03/12/2023,FRA,19,Valencia,243,1171,0,55,02:25:01,8701,17.377312952534194,03/12/2023,168,49,,5075,168,49,,5075,2024,330000,436,438,Aout,88,Summer
2019,Bojana BJELJAC,F,35,02:27:42,8862,9086,-0.02,17.061611374407583,01/12/2019,CRO,12,Valencia,246,1170,0,34,02:23:39,8619,17.542638357117998,04/12/2022,166,55,,2403,166,55,,2403,2024,330000,436,438,Aout,88,Summer
2021,Bojana BJELJAC,F,35,02:26:08,8768,9572,-0.08,17.244525547445253,05/12/2021,CRO,12,Valencia,246,1170,0,34,02:23:39,8619,17.542638357117998,04/12/2022,166,55,,2403,166,55,,2403,2024,330000,436,438,Aout,88,Summer
2022,Bojana BJELJAC,F,35,02:23:39,8619,8768,-0.02,17.542638357117998,04/12/2022,CRO,14,Valencia,246,1170,0,34,02:23:39,8619,17.542638357117998,04/12/2022,166,55,,2403,166,55,,2403,2024,330000,436,438,Aout,88,Summer
2023,Bojana BJELJAC,F,35,02:28:53,8933,9349,-0.04,16.926004701667971,03/12/2023,CRO,44,Valencia,246,1170,0,34,02:23:39,8619,17.542638357117998,04/12/2022,166,55,,2403,166,55,,2403,2024,330000,436,438,Aout,88,Summer
2023,Silvia Patricia ORTIZ MOROCHO,F,32,02:27:36,8856,10090,-0.12,17.073170731707318,19/02/2023,ECU,11,Sevilla,247,1170,0,50,02:24:50,8690,17.399309551208287,03/12/2023,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Silvia Patricia ORTIZ MOROCHO,F,32,02:24:50,8690,9309,-0.07,17.399309551208287,03/12/2023,ECU,18,Valencia,247,1170,0,50,02:24:50,8690,17.399309551208287,03/12/2023,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Julia MAYER,F,31,02:26:43,8803,9714,-0.09,17.175962739975009,03/12/2023,AUT,37,Valencia,253,1168,0,78,02:26:43,8803,17.175962739975009,03/12/2023,,,,31000,,,,31000,2024,330000,436,438,Aout,88,Summer
2019,Clementine MUKANDANGA,F,39,02:32:45,9165,9059,0.01,16.497545008183305,01/12/2019,RWA,6,Osaka,256,1167,0,62,02:25:54,8754,17.272104180945853,26/11/2023,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Moira STEWARTOVÁ,F,29,02:25:36,8736,9242,-0.05,17.307692307692307,03/12/2023,CZE,25,Valencia,258,1167,0,59,02:25:36,8736,17.307692307692307,03/12/2023,,,,4339,,,,4339,2024,330000,436,438,Aout,88,Summer
2012,Irvette VAN ZYL,F,37,02:33:41,9221,,,16.397353866175035,22/04/2012,RSA,17,London,263,1164,0,65,02:26:11,8771,17.238627294493217,04/12/2022,169,54,,7717,169,54,,7717,2024,330000,436,438,Aout,88,Summer
2013,Irvette VAN ZYL,F,37,02:31:26,9086,9221,-0.01,16.640986132511554,21/04/2013,RSA,10,London,263,1164,0,65,02:26:11,8771,17.238627294493217,04/12/2022,169,54,,7717,169,54,,7717,2024,330000,436,438,Aout,88,Summer
2016,Irvette VAN ZYL,F,37,02:32:20,9140,9086,0.01,16.542669584245079,24/04/2016,RSA,15,London,263,1164,0,65,02:26:11,8771,17.238627294493217,04/12/2022,169,54,,7717,169,54,,7717,2024,330000,436,438,Aout,88,Summer
2022,Irvette VAN ZYL,F,37,02:26:11,8771,8920,-0.02,17.238627294493217,04/12/2022,RSA,16,Valencia,263,1164,0,65,02:26:11,8771,17.238627294493217,04/12/2022,169,54,,7717,169,54,,7717,2024,330000,436,438,Aout,88,Summer
2023,Irvette VAN ZYL,F,37,02:27:29,8849,9512,-0.07,17.086676460617017,03/12/2023,RSA,39,Valencia,263,1164,0,65,02:26:11,8771,17.238627294493217,04/12/2022,169,54,,7717,169,54,,7717,2024,330000,436,438,Aout,88,Summer
2018,Laura HOTTENROTT,F,32,02:33:01,9181,9283,-0.01,16.468794248992484,25/02/2018,GER,8,Sevilla,269,1161,0,46,02:24:32,8672,17.435424354243544,03/12/2023,170,,,49100,170,,,49100,2024,330000,436,438,Aout,88,Summer
2021,Laura HOTTENROTT,F,32,02:38:34,9514,8882,0.07,15.89236914021442,05/12/2021,GER,28,Valencia,269,1161,0,46,02:24:32,8672,17.435424354243544,03/12/2023,170,,,49100,170,,,49100,2024,330000,436,438,Aout,88,Summer
2023,Laura HOTTENROTT,F,32,02:29:38,8978,9514,-0.06,16.841167297839164,24/09/2023,GER,24,Berlin,269,1161,0,46,02:24:32,8672,17.435424354243544,03/12/2023,170,,,49100,170,,,49100,2024,330000,436,438,Aout,88,Summer
2023,Laura HOTTENROTT,F,32,02:24:32,8672,8978,-0.03,17.435424354243544,03/12/2023,GER,15,Valencia,269,1161,0,46,02:24:32,8672,17.435424354243544,03/12/2023,170,,,49100,170,,,49100,2024,330000,436,438,Aout,88,Summer
2023,Susana SANTOS,F,32,02:25:35,8735,8936,-0.02,17.309673726388095,03/12/2023,POR,24,Valencia,271,1160,0,58,02:25:35,8735,17.309673726388095,03/12/2023,,,,2075,,,,2075,2024,330000,436,438,Aout,88,Summer
2015,Rosa Alva CHACHA CHACHA,F,42,02:35:29,9329,9723,-0.04,16.207524922285348,22/02/2015,ECU,4,Sevilla,273,1160,0,74,02:26:34,8794,17.193541050716398,23/04/2023,155,45,,,155,45,,,2024,330000,436,438,Aout,88,Summer
2020,Rosa Alva CHACHA CHACHA,F,42,02:33:32,9212,9165,0.01,16.413373860182372,06/12/2020,ECU,26,Valencia,273,1160,0,74,02:26:34,8794,17.193541050716398,23/04/2023,155,45,,,155,45,,,2024,330000,436,438,Aout,88,Summer
2024,Rosa Alva CHACHA CHACHA,F,42,02:28:01,8881,9061,-0.02,17.025109784934127,18/02/2024,ECU,25,Sevilla,273,1160,0,74,02:26:34,8794,17.193541050716398,23/04/2023,155,45,,,155,45,,,2024,330000,436,438,Aout,88,Summer
2021,Camilla RICHARDSSON,F,31,02:30:45,9045,,,16.71641791044776,05/12/2021,FIN,20,Valencia,280,1158,1,47,02:24:38,8678,17.423369439963128,03/12/2023,165,48,,11100,165,48,,11100,2024,330000,436,438,Aout,88,Summer
2023,Camilla RICHARDSSON,F,31,02:24:38,8678,9045,-0.04,17.423369439963128,03/12/2023,FIN,16,Valencia,280,1158,1,47,02:24:38,8678,17.423369439963128,03/12/2023,165,48,,11100,165,48,,11100,2024,330000,436,438,Aout,88,Summer
2023,Angelika MACH,F,33,02:26:19,8779,9005,-0.03,17.22291832782777,03/12/2023,POL,33,Valencia,284,1157,0,67,02:26:19,8779,17.22291832782777,03/12/2023,,,,5074,,,,5074,2024,330000,436,438,Aout,88,Summer
2024,Amina BETTICHE,F,37,02:27:29,8849,9409,-0.06,17.086676460617017,18/02/2024,ALG,22,Sevilla,288,1157,0,85,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2022,Aleksandra BRZEZIŃSKA,F,33,02:28:09,8889,9404,-0.05,17.00978737765778,04/12/2022,POL,22,Valencia,298,1155,0,89,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Aleksandra BRZEZIŃSKA,F,33,02:27:20,8840,9470,-0.07,17.104072398190045,03/12/2023,POL,38,Valencia,298,1155,0,89,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2024,Cian OLDKNOW,F,28,02:25:08,8708,,,17.363344051446944,18/02/2024,RSA,15,Sevilla,301,1154,1,56,02:25:08,8708,17.363344051446944,18/02/2024,,,,8236,,,,8236,2024,330000,436,438,Aout,88,Summer
2022,Alisa VAINIO,F,27,02:30:22,9022,10590,-0.15,16.759033473730881,20/02/2022,FIN,18,Sevilla,303,1154,0,90,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Alisa VAINIO,F,27,02:27:26,8846,8921,-0.01,17.092471173411713,19/02/2023,FIN,10,Sevilla,303,1154,0,90,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2022,Solange JESUS,F,37,02:29:04,8944,9201,-0.03,16.905187835420396,03/04/2022,POR,13,Paris,308,1153,0,91,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Solange JESUS,F,37,02:28:15,8895,8944,-0.01,16.998313659359191,02/04/2023,POR,9,Paris,308,1153,0,91,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2024,Solange JESUS,F,37,02:27:30,8850,9277,-0.05,17.084745762711865,18/02/2024,POR,23,Sevilla,308,1153,0,91,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2022,Marie PERRIER,F,29,02:34:35,9275,9583,-0.03,16.30188679245283,04/12/2022,MRI,32,Valencia,312,1152,0,66,02:26:19,8779,17.22291832782777,03/12/2023,,,,6900,,,,6900,2024,330000,436,438,Aout,88,Summer
2023,Marie PERRIER,F,29,02:26:19,8779,8985,-0.02,17.22291832782777,03/12/2023,MRI,32,Valencia,312,1152,0,66,02:26:19,8779,17.22291832782777,03/12/2023,,,,6900,,,,6900,2024,330000,436,438,Aout,88,Summer
2023,Mary Zenaida GRANJA,F,29,02:29:30,8970,9443,-0.05,16.8561872909699,03/12/2023,ECU,45,Valencia,314,1152,0,75,02:26:34,8794,17.193541050716398,18/02/2024,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2024,Mary Zenaida GRANJA,F,29,02:26:34,8794,8970,-0.02,17.193541050716398,18/02/2024,ECU,18,Sevilla,314,1152,0,75,02:26:34,8794,17.193541050716398,18/02/2024,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2023,Camille FRENCH,F,34,02:26:08,8768,,,17.244525547445253,03/12/2023,NZL,31,Valencia,321,1150,1,64,02:26:08,8768,17.244525547445253,03/12/2023,164,51,,27800,164,51,,27800,2024,330000,436,438,Aout,88,Summer
2024,Isabel OROPEZA VAZQUEZ,F,34,02:27:57,8877,9005,-0.01,17.032781345049003,18/02/2024,MEX,24,Sevilla,342,1145,0,93,,,,,,,,,,,,,2024,330000,436,438,Aout,88,Summer
2024,Tereza HROCHOVÁ,F,28,02:26:38,8798,9111,-0.03,17.185724028188226,18/02/2024,CZE,19,Sevilla,347,1144,0,77,02:26:38,8798,17.185724028188226,18/02/2024,,,,5509,,,,5509,2024,330000,436,438,Aout,88,Summer
2024,Luz Mery ROJAS,F,31,02:26:47,8807,9380,-0.06,17.168161689565117,18/02/2024,PER,20,Sevilla,355,1142,1,79,02:26:47,8807,17.168161689565117,18/02/2024,160,50,,3225,160,50,,3225,2024,330000,436,438,Aout,88,Summer
2020,Angie ORJUELA,F,35,02:29:12,8952,9147,-0.02,16.890080428954423,06/12/2020,COL,19,Valencia,367,1139,0,57,02:25:35,8735,17.309673726388095,24/09/2023,158,46,,12200,158,46,,12200,2024,330000,436,438,Aout,88,Summer
2023,Angie ORJUELA,F,35,02:33:05,9185,9604,-0.04,16.461622210125203,19/02/2023,COL,22,Sevilla,367,1139,0,57,02:25:35,8735,17.309673726388095,24/09/2023,158,46,,12200,158,46,,12200,2024,330000,436,438,Aout,88,Summer
2023,Angie ORJUELA,F,35,02:25:35,8735,9185,-0.05,17.309673726388095,24/09/2023,COL,16,Berlin,367,1139,0,57,02:25:35,8735,17.309673726388095,24/09/2023,158,46,,12200,158,46,,12200,2024,330000,436,438,Aout,88,Summer
2023,Margarita HERNANDEZ FLORES,F,39,02:25:54,8754,9306,-0.06,17.272104180945853,03/12/2023,MEX,30,Valencia,427,1120,1,63,02:25:54,8754,17.272104180945853,03/12/2023,,,,,,,,,2024,330000,436,438,Aout,88,Summer
